table,column_count,columns
subcontractor_addresses,31,"id | subcontractor_id | address_type_code | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | building_name | street_name | po_box | makani_number | latitude | longitude | is_primary | is_billing_address | is_shipping_address | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
subcontractor_bank_details,16,"id | subcontractor_id | bank_id | bank_account_type_code | account_name | account_number | iban | swift_code | currency_id | is_primary | is_active | notes | created_at | created_by | updated_at | updated_by"
subcontractor_categories,12,"id | category_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
subcontractor_contacts,31,"id | subcontractor_id | contact_code | contact_name_en | contact_name_ar | designation | department | contact_type_code | email | mobile | phone | whatsapp | is_primary | is_authorized_signatory | is_decision_maker | is_finance_contact | is_operations_contact | preferred_communication_code | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
subcontractor_documents,27,"id | subcontractor_id | document_type_code | document_name | document_number | issue_date | expiry_date | has_expiry | expiry_reminder_days | file_path | is_required | is_verified | verified_by | verified_at | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
subcontractors,51,"id | subcontractor_code | subcontractor_name_en | subcontractor_name_ar | subcontractor_type_code | subcontractor_category_code | trn | trade_license_number | license_expiry_date | website_url | primary_email | primary_phone | primary_mobile | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | po_box | makani_number | currency_id | payment_term_id | tax_type_id | hse_prequalification_status_code | worker_supply_allowed | equipment_supply_allowed | icv_certificate_number | icv_score_percentage | icv_issue_date | icv_expiry_date | icv_company_type | icv_financial_year_end_date | icv_certification_body | icv_version | icv_status_code | icv_document_path | cicpa_registration_number | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
system_settings,6,"id | category | key | value | updated_by | updated_at"
tax_configurations,9,"id | tax_name | tax_rate | applies_to | effective_from | effective_to | is_active | station_id | created_at"
tax_types,27,"id | tax_code | tax_name_en | tax_name_ar | tax_rate | tax_treatment_code | is_vat | is_reverse_charge | applies_to_sales | applies_to_purchases | applies_to_scrap | effective_from | effective_to | description_en | description_ar | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
units_of_measure,24,"id | uom_category_id | unit_code | unit_name_en | unit_name_ar | symbol | conversion_factor_to_base | is_base_unit | decimal_places | allow_fraction | description_en | description_ar | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
uom_categories,18,"id | category_code | category_name_en | category_name_ar | description_en | description_ar | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
uom_conversions,18,"id | from_uom_id | to_uom_id | conversion_factor | conversion_formula_code | is_bidirectional | notes | is_system | is_locked | is_active | sort_order | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason"
user_profiles,30,"id | auth_user_id | user_code | full_name | display_name | phone | job_title | department | owner_company_id | branch_id | status | avatar_url | created_at | updated_at | employee_reference | manager_user_profile_id | preferred_language | timezone | last_admin_updated_at | notes | must_change_password | must_change_password_reason | password_changed_at | password_reset_sent_at | password_set_by_admin_at | email_confirmed_by_admin_at | email_confirmed_by_admin_id | last_password_security_action_at | last_password_security_action | last_password_security_action_by"
user_roles,8,"id | user_profile_id | role_id | owner_company_id | branch_id | is_active | assigned_at | assigned_by"
v_owner_companies_geography_migration_unmatched,19,"id | company_code | legal_name_en | legal_name_ar | legacy_country_text | legacy_emirate_text | legacy_city_text | legacy_area_text | country_id | emirate_id | city_id | area_zone_id | unmatched_country | unmatched_emirate | unmatched_city | unmatched_area | created_at | updated_at | status"
vendor_addresses,31,"id | vendor_id | address_type_code | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | building_name | street_name | po_box | makani_number | latitude | longitude | is_primary | is_billing_address | is_shipping_address | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
vendor_bank_details,16,"id | vendor_id | bank_id | bank_account_type_code | account_name | account_number | iban | swift_code | currency_id | is_primary | is_active | notes | created_at | created_by | updated_at | updated_by"
vendor_categories,12,"id | category_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
vendor_contacts,31,"id | vendor_id | contact_code | contact_name_en | contact_name_ar | designation | department | contact_type_code | email | mobile | phone | whatsapp | is_primary | is_authorized_signatory | is_decision_maker | is_finance_contact | is_operations_contact | preferred_communication_code | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
vendor_documents,27,"id | vendor_id | document_type_code | document_name | document_number | issue_date | expiry_date | has_expiry | expiry_reminder_days | file_path | is_required | is_verified | verified_by | verified_at | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
vendor_ratings,12,"id | rating_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
vendors,50,"id | vendor_code | vendor_name_en | vendor_name_ar | vendor_type_code | vendor_category_code | supplier_category_code | trn | trade_license_number | license_expiry_date | website_url | primary_email | primary_phone | primary_mobile | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | po_box | makani_number | currency_id | payment_term_id | tax_type_id | default_bank_id | icv_certificate_number | icv_score_percentage | icv_issue_date | icv_expiry_date | icv_company_type | icv_financial_year_end_date | icv_certification_body | icv_version | icv_status_code | icv_document_path | cicpa_registration_number | notes | status_code | created_at | created_by | updated_at | updated_by | deactivated_at | deactivated_by | deactivation_reason | is_active | is_locked | is_system | sort_order"
work_calendars,18,"id | calendar_code | calendar_name | calendar_type | owner_company_id | working_days | weekend_days | has_ramadan_timing | has_summer_timing | effective_from | effective_to | is_active | notes | created_at | updated_at | created_by | updated_by | deleted_at"
work_categories,12,"id | category_code | name_en | name_ar | description | is_system | is_active | sort_order | created_at | created_by | updated_at | updated_by"
work_shifts,20,"id | shift_code | shift_name | calendar_id | shift_start_time | shift_end_time | break_start_time | break_end_time | total_hours | is_overnight | ramadan_start_time | ramadan_end_time | summer_start_time | summer_end_time | is_active | created_at | updated_at | created_by | updated_by | deleted_at"
work_sites,34,"id | site_code | site_name | site_type | owner_company_id | branch_id | party_id | country_id | emirate_id | city_id | area_zone_id | address_line_1 | address_line_2 | po_box | makani_number | latitude | longitude | site_contact_name | site_contact_phone | site_contact_email | is_restricted_area | cicpa_required | adnoc_required | work_calendar_id | access_notes | status | opening_date | closing_date | description | created_at | updated_at | created_by | updated_by | deleted_at"
